9,0.273037543,0,2,0.057894737,0,0,0,0,0,0,0,0.722222222,0.442367601
9,0.406143345,0,2,0,0.294699628,0.228096669,0.303828993,0.22214223,0.22635825,0.203202801,0.013909899,0.722222222,0.442367601
9,0.532423208,0,2,0,0.462469989,0.373673758,0.481285711,0.350401584,0.383120967,0.407017881,0.022567135,0.722222222,0.442367601
9,0.645051195,0,2,0,0.565724789,0.509087642,0.610132359,0.479853315,0.506471927,0.558087248,0.028567054,0.722222222,0.442367601
9,0.767918089,0,2,0,0.712028072,0.622516862,0.720390443,0.620148935,0.588087307,0.711673066,0.032008078,0.722222222,0.442367601
9,0.887372014,0,2,0,0.810182132,0.824489291,0.863732907,0.817648691,0.813770023,0.848822144,0.041142828,0.722222222,0.442367601
12,0.245733788,0,2,0.060361842,0,0,0,0,0,0,0,0.645833333,0.41588785
12,0.341296928,0,2,0,0.269644443,0.219533454,0.30020437,0.21132084,0.222165281,0.182502559,0.014711833,0.645833333,0.41588785
12,0.457337884,0,2,0,0.426052467,0.381421198,0.456616876,0.369614615,0.389651129,0.376981331,0.021929233,0.645833333,0.41588785
12,0.57337884,0,2,0,0.563139241,0.516759817,0.621281752,0.478375966,0.54501619,0.543252906,0.030196437,0.645833333,0.41588785
12,0.692832765,0,2,0,0.696593937,0.62461457,0.780000107,0.60156584,0.64046837,0.684682943,0.03784032,0.645833333,0.41588785
12,0.812286689,0,2,0,0.814113219,0.784135108,0.869799803,0.793846131,0.769192543,0.825182717,0.041995793,0.645833333,0.41588785
14,0.296928328,1,2,0.090460526,0,0,0,0,0,0,0,0.662698413,0.41588785
14,0.412969283,1,2,0,0.343526018,0.275821967,0.364040532,0.263627978,0.283522405,0.274536333,0.017267084,0.662698413,0.41588785
14,0.532423208,1,2,0,0.469092156,0.405544846,0.507447196,0.39892911,0.400669322,0.446996781,0.024670387,0.662698413,0.41588785
14,0.651877133,1,2,0,0.605317081,0.551163209,0.660069229,0.551748446,0.541063927,0.602385765,0.031749272,0.662698413,0.41588785
14,0.771331058,1,2,0,0.730065342,0.669688597,0.784272079,0.676850623,0.647666302,0.727488799,0.037927804,0.662698413,0.41588785
14,0.890784983,1,2,0,0.806550053,0.801625724,0.85905701,0.809452031,0.809382935,0.85717332,0.04059241,0.662698413,0.41588785
39,0.225255973,0,2,0.040296053,0,0,0,0,0,0,0,0.783730159,0.433021807
39,0.348122867,0,2,0,0.253401226,0.224595633,0.287019303,0.224616977,0.225418715,0.198385631,0.014128608,0.783730159,0.433021807
39,0.484641638,0,2,0,0.442260507,0.38617746,0.486817608,0.388505178,0.373011251,0.413509776,0.02400697,0.783730159,0.433021807
39,0.627986348,0,2,0,0.606170136,0.567277203,0.654352757,0.567556825,0.561811363,0.625492722,0.031512337,0.783730159,0.433021807
39,0.723549488,0,2,0,0.7030666,0.675561695,0.75028355,0.701740572,0.627307104,0.719441892,0.035664165,0.783730159,0.433021807
39,0.846416382,0,2,0,0.818105867,0.82379491,0.859605384,0.822043241,0.808365751,0.841181759,0.041529214,0.783730159,0.433021807
39,0.941979522,0,2,0,0.846889868,0.912335692,0.908054955,0.914448769,0.899345431,0.899974187,0.043165887,0.783730159,0.433021807
51,0.300341297,1,2,0.101973684,0,0,0,0,0,0,0,0.55952381,0.414330218
51,0.436860068,1,2,0,0.393117519,0.328628866,0.410235079,0.318274877,0.328387182,0.366602529,0.019592691,0.55952381,0.414330218
51,0.563139932,1,2,0,0.507752245,0.498295612,0.565946735,0.490314743,0.498124811,0.5205824,0.028115056,0.55952381,0.414330218
51,0.675767918,1,2,0,0.674669551,0.592311315,0.71727407,0.587669764,0.580943729,0.665479105,0.034322749,0.55952381,0.414330218
51,0.795221843,1,2,0,0.753915697,0.736089327,0.807822765,0.718231381,0.732139113,0.785216286,0.038252223,0.55952381,0.414330218
58,0.28668942,0,1,0.085526316,0,0,0,0,0,0,0,0.545634921,0.436137072
58,0.395904437,0,1,0,0.305692601,0.249518061,0.336993623,0.238115593,0.255219859,0.227278679,0.016291277,0.545634921,0.436137072
58,0.494880546,0,1,0,0.419447889,0.36446472,0.485199234,0.364162673,0.357613734,0.398869966,0.023539661,0.545634921,0.436137072
58,0.638225256,0,1,0,0.589117836,0.522450823,0.678628368,0.535625098,0.472143928,0.618945959,0.033574035,0.545634921,0.436137072
58,0.733788396,0,1,0,0.69479109,0.594025415,0.748539451,0.566349449,0.601023395,0.697747789,0.035478627,0.545634921,0.436137072
58,0.877133106,0,1,0,0.799567317,0.729805913,0.866953605,0.750493074,0.697259817,0.852525741,0.040426556,0.545634921,0.436137072
64,0.293515358,1,2,0.103125,0,0,0,0,0,0,0,0.660714286,0.429906542
64,0.416382253,1,2,0,0.36204698,0.294638218,0.3752675,0.290805192,0.277512482,0.290792258,0.017358213,0.660714286,0.429906542
64,0.529010239,1,2,0,0.497251757,0.406787932,0.529352757,0.406420842,0.398363189,0.463302586,0.02557803,0.660714286,0.429906542
64,0.648464164,1,2,0,0.618394322,0.544345656,0.673537846,0.529640712,0.566509042,0.615903273,0.031989852,0.660714286,0.429906542
64,0.767918089,1,2,0,0.736599566,0.669504076,0.787762952,0.693543912,0.626025919,0.735806306,0.037574224,0.660714286,0.429906542
64,0.901023891,1,2,0,0.829476998,0.766802306,0.835656124,0.714129302,0.81015941,0.875882098,0.038718802,0.660714286,0.429906542
66,0.266211604,0,2,0.072532895,0,0,0,0,0,0,0,0.714285714,0.429906542
66,0.385665529,0,2,0,0.310837313,0.266408985,0.333451925,0.252274142,0.269196425,0.246523669,0.015951184,0.714285714,0.429906542
66,0.505119454,0,2,0,0.487903332,0.415802738,0.51586274,0.399911509,0.457678182,0.453194384,0.024921903,0.714285714,0.429906542
66,0.624573379,0,2,0,0.610664064,0.520289989,0.652284984,0.493254441,0.528321958,0.620159292,0.03133737,0.714285714,0.429906542
66,0.76109215,0,2,0,0.747513389,0.681131306,0.793273449,0.69649111,0.660353918,0.74363374,0.037625257,0.714285714,0.429906542
66,0.860068259,0,2,0,0.819811976,0.78393602,0.852546063,0.797408266,0.759867067,0.840542047,0.040045637,0.714285714,0.429906542
75,0.283276451,0,1,0.084703947,0,0,0,0,0,0,0,0.723710317,0.431464174
75,0.38225256,0,1,0,0.303247764,0.246305945,0.317773759,0.239735427,0.249745704,0.222885489,0.015137586,0.723710317,0.431464174
75,0.5221843,0,1,0,0.475899005,0.408579725,0.508335295,0.396904317,0.415670836,0.444777117,0.023373807,0.723710317,0.431464174
75,0.641638225,0,1,0,0.651144588,0.531504475,0.680928866,0.505013236,0.520339786,0.628031619,0.031772601,0.723710317,0.431464174
75,0.737201365,0,1,0,0.740310793,0.703242222,0.794011749,0.682197575,0.711896387,0.738562181,0.037717479,0.723710317,0.431464174
75,0.843003413,0,1,0,0.827920393,0.775870525,0.874542575,0.749158211,0.761156017,0.799038062,0.041258744,0.723710317,0.431464174
75,0.938566553,0,1,0,0.875304505,0.830818835,0.915130326,0.78195235,0.829198599,0.885375529,0.042519237,0.723710317,0.431464174
79,0.235494881,1,2,0.049342105,0,0,0,0,0,0,0,0.555555556,0.437694704
79,0.354948805,1,2,0,0.280769332,0.224515512,0.309499989,0.219225029,0.224316119,0.229419782,0.014810252,0.555555556,0.437694704
79,0.450511945,1,2,0,0.389124871,0.322095378,0.414071027,0.312635455,0.312399543,0.364112265,0.018885531,0.555555556,0.437694704
79,0.566552901,1,2,0,0.520337001,0.444665653,0.551456269,0.421651781,0.440122062,0.545713242,0.025556159,0.555555556,0.437694704
79,0.679180887,1,2,0,0.618886808,0.570707831,0.657519955,0.555400571,0.562160777,0.691434215,0.030025115,0.555555556,0.437694704
79,0.795221843,1,2,0,0.709099544,0.631963834,0.755860921,0.569956579,0.657488722,0.802121899,0.035449101,0.555555556,0.437694704
